"","book","reviewer","rating","review"
"89","The time traveler's wife"," Luffy","really liked it"," The Time Traveler s Wife is the only book where I ve considered giving it and five stars at some point It started off with a strong quality in the writing which was at first a story about two people coming together After that I feared about misunderstanding what the story was about But the beginning was simply a purely intimate exchange between two people I thought that by being fated to be stuck together Clare and Henry lost some free will Like their high point was consuming an arranged marriage like it occurs mostly in the third world But maybe they never compromised at all Maybe compromise is a portmanteau of comme promis There is some arbitrary French and even more German peppered through the story Also bands and music artists names References to art I can imagine that the writer is making a comparison between free will and destiny and life and art You see I never bother about guessing the writer s intent in most books And in my current avatar as an Amazon customer I ve read primarily mysteries But here the subject is so private that I m anxious But that in itself is impossible and silly It s also nice to ruminate about the titular character Clare is the time traveler s wife The title could not have been the time traveler s child for example I think the last chapter decides the earnestness of the whole book and is the latter s spine I wish I had read this beautiful story earlier My God how could they make a mess of adapting the book for the big screen The movie is absolutely dreadful The author remained inspired throughout and the book never loses steam I have read about Henry and known him in a way not possible in other mediums I would however not like to meet him Like Gomez said he s not right It s safe to conclude that the meeting with Clare tempers Henry s devilish side This is not a science fiction story It s not perfect If the book WAS perfect I d say read it and weep But I did not so it s not more"
"90","The time traveler's wife"," Apatt","it was amazing"," If I was a struggling or mid range sf author I d probably be very annoyed with Audrey Niffenegger how dare she write a romantic first novel using a popular sf trope and sell them on mainstream shelves by the truck load Fortunately I am not an author of any kind so I feel more forgiving I think she dared because she has a very good story to tell and knows she is capable of telling it effectively My only annoyance with this book is that it is not marketed as sf when it clearly is sf even though the emphasis is not on the sf side of it I am also annoyed that since the commercial success of this novel Ms Niffenegger has not decided to pursue a career as an sf author This novel shows that she belongs to this genre She even coins a very sf-ish term chrono-impaired for the protagonist Henry DeTamble s involuntary time travelling condition how sci-fi is that Of course since this book is not hard sf no rhyme or reason is given for Henry s uncontrollable time traveling He just does it OK It is no more unbelievable than FTL travel through hyperspace or teleportation That said the time traveling element is very well done I personally can not find any illogical paradoxes that can bring the whole story down like a house of cards I don t suppose the internal logic of the story is entirely water-tight more observant or analytical sf readers than myself will probably find some logical fallacies to grumble about but it is smooth enough for me Given that time travel is not the point of this novel the characterization need to be the priority for the author Both the lead characters are likable and believable their romantic relationship which is the heart of this book is suitably poignant and the pathos at the end is rightly emotional At no time did I cry like a little girl but the corners of my mouth did droop a little bit and I finished the book with a warm and tingly feeling So yes a solid recommendation for anyone who likes a good time travel story with a touch well a massive heap of romance more"
"91","The time traveler's wife"," Branwen Sedai of the White Ajah","it was amazing"," Don t you think it s better to be extremely happy for a short while even if you lose it than to be just okay for your whole life This was a truly remarkable book I don t think I have read anything like it before and doubt I will read anything like it again Henry has a disorder called chrono-displacement which means he time travels against his will without warning into all sorts of situations Despite the strain this can place on your friends and loved ones Henry has found true love with Clare I wasn t sure what I expected when I picked up this book A time traveling love story And sure it is that but it is also so much more than that It is a story about loss and grief and holding on no matter how tough it gets It is about things that span all time and space like friendship compassion kindness and yes love It really is a beautiful story My favorite aspect of this book was the descriptive narrative way in which it was told It goes back and forth between the perspectives of both Henry and Clare at the various points in their relationship at all their different ages I was able to watch them grow into their love and their relationship but in a completely unique way that was very engaging to read about more"
"92","The time traveler's wife"," Palsay","really liked it"," Hm bagaimana rasanya Bagaimana rasanya jika baru semenit yang lalu kau bersama-sama suamimu di dapur memasak makan siang dan suami mu sedang memotong-motong bawang dan tiba-tiba zapp dia menghilang secepat itu meninggalkan dirimu sendirian bersama irisan bawang dan pisau tergeletak di atas meja dapur Kau mencoba bersikap seolah-olah itu hal yang wajar dan berusaha melewatkan hari itu sendirian menunggu dan berharap ia akan pulang untuk makan malam Bagai mana rasanya Bagaimana rasanya jika suatu malam engkau sedang terlelap berdampingan dengannya dan kau bangun di tengah malam mendapati hanya bajunya saja yang tertinggal di sampingmu dan suamimu entah dimana mungkin sedang berkeliaran tanpa pakaian dan hanya Tuhan yang tau apa yang akan terjadi padanya dan kau tak dapat melakukan apapun untuknya Bagaimana rasanya Seperti itulah kira-kira perasaan yang berangsur-angsur saya rasakan semakin jauh saya mengenal Clare the time traveller s wife Clare tumbuh bersama Henry seorang yang memiliki kelainan genetic yang menyebabkan dirinya selalu terlempar dari waktu satu ke waktu yang lain Masa lalu dan masa depan Meski demikian Henry selalu berusaha untuk hidup selayaknya manusia normal dan beruntunglah ia menemukan Clare seorang wanita yang sanggup memahami dirinya dan keanehannya itu yang dicintainya sebesar ia dapat mencintai seorang wanita Clare bertemu Henry pertama kali saat usianya tahun sementara Henry bertemu pertama kali dengan Clare di usia tahun Saya pikir hal ini perlu dijelaskan karena kebanyakan orang agak terseret-seret di awal-awal cerita Meski masih sangat muda Clare mampu memahami situasi yang dialami Henry strong strong lady dan merekapun kerap bertemu sepanjang masa kecil dan remaja Clare sampai akhirnya memutuskan menikah Hubungan yang dialami memang aneh tapi inilah yang menciptakan ikatan tak terpisahkan antara mereka Ketergantungan saling membutuhkan I guess that what love is all about Terlepas dari lompat-lompatnya Henry dari waktu ke waktu yang lain rumah tangga Clare dan Henry berjalan cukup normal selayaknya pasangan biasa Henry bekerja di perpustakaan Newberry dan Clare berprofesi sebagai seniman kontemporer Mereka melakukan baby-conception dan hang-out bersama teman pasangan mereka Gomez dan Charisse yang untungnya dapat memahami keanehan Henry Akan tetapi Henry tetap berusaha memecahkan persoalan genetisnya dengan mengkonsumsi banyak obat-obatan dari ahlinya Ada bagian yang membuat saya teringat kisah Rosemary s Baby saat Clare menderita kesakitan di masa-masa kehamilannya yang dilalui dengan susah payah kali penderitaan mimpi dan pikiran-pikiran yang ada dalam benak Clare hampir mirip dengan yang dialami oleh Rosemary Hanya bedanya Rosemary tidak keguguran dan mengandung bayi setan ho ho Secara sederhana kisah Henry dan Clare sangat berkesan bagi saya memberi saya pertanyaan-pertanyaan yang terus mengusik seberapa banyakkah yang dapat saya berikan kepada orang-orang yang saya cintai terlepas dari kekurangan yang mereka alami dan hal-hal yang menjengkelkan yang saya terima sebagai balasannya sejauh manakah saya sanggup mencintainya dengan tulus Apakah sudah cukup baik cara saya mencinta Apakah sudah tepat cara saya menunjukkan kasih sayang kepada mereka sebanyak yang mereka butuhkan dari saya Apakah kasih sayang yang saya berikan dapat membuat mereka bertumbuh baik sesuai dengan yang seharusnya Pertanyaan-pertanyaan ini akhirnya berujung pada suatu pertanyaan lagi sudah cukup kuatkah saya apabila saya harus kehilangan orang-orang yang saya cintai Well people inilah alasannya saya memberikan bintang semuanya personal sekali hanya cinta yang bisamenaklukan dendamhanya kasih sayang tulusyang mampu menyentuhhanya cinta yang bisamendamaikan bencihanya kasih sayang tulusyang mampu menembus ruang dan waktu-Titi DJ feat Agnes M more"
"93","The time traveler's wife"," James","really liked it"," As a child I pronounced myself a student of d j vu savoring those brisk warm moments when reality time and intent seemed to briefly confound one another I loved that feeling of having been somewhere I clearly wasn t or longing to be something I clearly wouldn t be If you know what I m talking about you will love this book Despite all the things I could criticize of The Time Traveler s Wife I frankly refuse And though I must warn my more conservative friends of the open sexual content of the book I willingly suspend such criticism in my own mind Why the self-deception Because never before have I discovered a tale that can so forcefully and completely evoke the magic of d j vu as this book does This is a tale that beckons from a corner of your psyche It whispers what might be and what might have been in all the right ways It makes you simultaneously abhor the dreaded linearity of your own life yet sparks your daily walk with a dash of surreality that suffices Do I effuse too much Perhaps But if you know what I m talking about you will love this book Afraid to see how such a deftly nonlinear story can be retold in the relatively linear cinematic form I admit I am nervous about the movie So if you have seen the movie and asked yourself what was that about Promptly ignore everything you learned and take this drastic step Read The Book It will transport you it may even make you read from start to finish in one sitting wrapping your arms around your sleeping spouse when you finish at am to cherish that she is still there linearly waiting for you to join her The second read preserved the magic of the first a rare thing for me I paid more attention to technique became more painfully aware of the uberpreppiness of the Goethe-quoting ex-punk at the center of the story but forgave all hungrily lapping up the moments I knew were coming but anticipated nonetheless my own second-time omniscience giving me a tickling sense of time-slippage myself The moral quandary presented by the book and debated by many reviewers is of little consideration This is a work of fiction spectacularly so This dilemma is it appropriate for a man who meets his wife in the future visit her past pre-prubescent self possibly stirring in her and him sexual desires that are likely to create confusing and plot-hinging interpersonal outcomes There is no answer to the question because it isn t possible Yet oh that we lived in a universe where we seriously needed to debate that question Such a universe in which time slipping is a reality would be one I would gladly join Again if you know what I mean you will love this book NOTE This is an update after my second read August first read in the original brief review is below An admittedly guilty pleasure this book scores with me because it presents my favorite oxymoronic genre the time travel romance Just like the more traditional Somewhere in Time this book crafts a love that yearns to connect beyond the boundaries of time yet creates a thoroughly modern take on the mechanisms of time travel more"
"94","The time traveler's wife"," Jasmin","liked it"," First and foremost I would like to applaud Audrey Niffenegger for the beautiful writing of The Time Traveler s Wife The writing is implicitly exquisite and the plot is absolutely unique I bet everybody knows Henry DeTamble and Clare Abshire s love story and the miseries they share since Henry clearly can t stay in one place in one time However despite all these praises this book just wasn t enough for me Why The plot was interesting but still I was bored that it took me seven days to finish it And when I say seven days that is absolutely slow for me since I am a voracious reader There were some parts of the book that disturbed me One example is when year old Henry visited year old Clare and noticed her breasts and legs and hips all newly minted The mention of cunt and cock felt pornographic for me this made me uncomfortable It s not that I m a prig but the aforementioned words seemed inappropriate in this book since Henry and Clare s love story was decent I also appreciate Audrey Niffenegger s desire to sound really smart using monoaminergic antagonist blah blah That does sound smart however I caught one detail wrong The book says that agranulocytosis is the destruction of the body s ability to make white blood cells granular white blood cells - neutrophils eosinophils and basophilsagranular white blood cells - lymphocytes and monocytes -cytosis - increased cell counttherefore agranulocytosis is the increased count of agranular white blood cells mainly lymphocytes and monocytes thus it could also mean decreased count of granular white blood cells BUT NOT ALL white blood cells If we re talking about the body s inability to make white blood cells in general she could have said aplastic anemia instead where the body fails to make red and white blood cells Almost everybody knew of Henry s genetic disease but I would it a wonder that he wasn t made into a media freak show Also how was he able to keep his job if he disappears in the middle of his shift and reappears in all his naked glory Lastly I failed to sympathize with the characters which I think is vital for me to appreciate the book It saddens me that despite the beauty of the words Audrey Niffenegger uses with the exception of cunt and cock of course this book failed to wow me Somewhere along the way it just didn t work for me and I could say it s completely my loss more"
"95","The time traveler's wife"," Brigid Cool Ninja Sharpshooter","it was amazing"," Holy cow That was pretty darn amazing I couldn t put it down It was sooo good I loved everything about it the plot the characters the writing Wow wow wow I was also astounded by how well it was thought out It was one of those stories with a lot of puzzle pieces and you just have to keep reading to find out how they all fit together in the end It really blew my mind I m still thinking about it right now Anyway this is now one of my favorite books READ IT READ IT READ IT"
"96","The time traveler's wife"," Jennifer Girard","liked it"," starsI like it but I didn t love it I ve seen the movie a few years ago so I didn t remember a lot of it The ending was very depressing Also at times I thought Claire was way too obsessed with Henry it was like she didn t exist without him"
"97","The time traveler's wife"," Jenny","liked it"," The Time Traveler s Wife is the first book I read of Audrey Niffenegger and I did not think I would enjoy reading this book However this was not the case because I like the unusual story about a love that never died The Time Traveler s Wife the love story of Henry who suffers from Chrono-Displacement Disorder and Clare an artist Henry was thirty-six when he met Clare who was six the readers of Time Traveler s Wife will be taken on a ride through the decades showcasing Henry and Clare s life Also the readers of The Time Traveler s Wife will and enjoy the ending of this book I was impressed with the interesting story and the way it was structured that allow the reader to have closure I like Audrey Niffenegger portrayal of her characters especially Henry I was pleased Audrey Niffenegger made the main character Henry a Librarian I recommend this book more"
"98","The time traveler's wife"," Sofi","did not like it"," Hey ho let s go This is the first book I have ever given one star to Part of that is purely my own fault I asked if anyone had any recommendations for romance on a different website and this is the only recommendation that I received So I decided to go for it knowing fully well that science fiction is not a genre that I enjoy Nor do I like sad books This seemed sad the whole way through And here we are Not surprised at all that I did not enjoy this book and spent of it bored out of my mind This review is going to have spoilers For much of this book I kept on zoning out because the author would give ridiculously long descriptions of silly things like what Henry bought at the grocery store Sure list a couple of items that would be a nice glimpse into the characters and their every day life But for god s sake do not list fifty regular grocery items that mostly everybody buys Or go on and on and on about stuff that Henry does at the library or every step of the process Clare goes through for her art That is just too much You lost me long ago Please move on None of the description really gave insight into how the characters were feeling either Well I guess there were little things here and there but there just wasn t enough And there wasn t enough about their emotions when it really counted I did not like how POC characters were treated in this book at all They felt like caricatures who were only there to serve the two main characters You re telling me that these characters only exist for their lives to revolve around these two main characters and their families I think this was made worse by the audiobook so this could just be my personal opinion The narrators kept on doing obnoxious voices that seemed vaguely racist and it irked me I wanted better for the side characters they just weren t treated right I really didn t like how mental illness and suicide was treated as well There was one character Ingrid who dated Henry and was brushed off as attention seeking because she had overdosed and attempted suicide so many times And the main reason she ends up killing herself is because Henry married Clare instead She was treated as a villain near the end and it was really upsetting Also Henry was creepy af I think we were supposed to start liking him somewhere along the way but he started out creepy and he remained creepy and I never liked him By the end the reader is supposed to sympathize with him but I just couldn t I didn t like how he basically took advantage of Clare Honestly she deserved better She wasn t a super likable character but she was still a lot better than Henry When he was out of the picture I liked the story a lot better and I m pretty sure that s not supposed to be the case And she was still such a bland character Her whole life revolved around Henry and worrying about Henry and waiting for Henry Girl calm down he is nothing special She didn t even have a chance to enjoy her own life because she was told from the time that she was really young that she was going to marry this creepy man The fact that she loses her virginity to him when she is eighteen and he is in his forties is so gosh darn creepy Is anyone else creeped out by that It can t just be me Literally expresses exactly what kept going through my mind throughout the entire book whenever Henry showed up to bother Clare Clare and Ingrid deserved better Perhaps the worst thing is that this book was so long I feel like I wasted so much valuable October reading time forcing myself to get through it I had already bought the audiobook so I felt like I needed to finish it just so I hadn t wasted my money But I could have lived my whole life without reading this and been perfectly content Plus this book simply made me depressed It went past putting me into a reading funk and just made me purely depressed and made me question why I read books at all That is all In the words of Henry at the end of this book I am very tired myself I am off to find something better to read that will remind me why I love to read again Edit I forgot to mention the fact that this book sends a damaging message about adoption and the idea that an adopted baby is a fake baby more"
"99","The time traveler's wife"," Gabrielle","it was ok"," Somewhere between and stars but we ll go with for now I got curious about this book when the Doctor Who writers mentioned that it had been a big influence on the story arc of River Song - who was arguably one of my favorite things about the Matt Smith years of the show God I miss those two Moving on Henry suffers from a curious medical condition called chrono-impairment which makes him travel in time in a completely uncontrollable and unpredictable way To makes matters more complicated when he time travels he can t bring any physical objects with him which means he vanishes out of his clothes and pops naked wherever Time sees fit to drop him These episodes are of varying and irregular lengths which obviously makes him life rather challenging The only thing that s constant in his life is Clare his beloved wife The problem is that they are on different time-lines so to speak when he first meets her he is in his late twenties and she has just turned twenty But she remembers meeting him when she was six and he was much older There s not denying that the idea is very original Sure there s temporal displacement in Kindred which I loved https www goodreads com review show but the focus of the book is completely different The Time Traveler s Wife is first and foremost a story about impossible love - something a lot people find inexplicably romantic I on the other hand am a fan of possible love life is sufficiently complicated without adding a million hurdles between yourself and the object of your affection but I digress I approached this book cautiously ready to be mildly nauseated by the romance And then I got annoyed with other stuff While the set up of the story is very interesting and opens up the door to many thoughts and discussions about pre-determination free-will and love that endures beyond the bounds of time to quote the back cover I couldn t help but notice that Henry has no personality Everything about him hinges on his temporal displacement problem his character is not developed any further than that We know he runs that he is a good cook that he s a punk-enthusiastic librarian which I admit is a sexy combination and that the relationship with his dad is strained and that s all So Clare falling all over herself for him just feels sort of random Speaking of Clare I suppose families like hers who dress in formal attire for dinner and have servants are still a thing in a few places but it added to my feeling that writing this story was really a huge projection of the author s personal fantasies Not to mention that she is also terribly underdeveloped red-headed artists who have been emotionally damaged by their mothers are kind of a dime-a-dozen in romance novels And then of course there s the tiny problem that her entire life is determined by meeting and falling in love with Henry when she s six meaning she never really has any kind of agency which bothers me But it wasn t until she got obsessed with having a baby a naturally conceived one because adopting would be fake whatever the fuck that means that I started actively disliking her And they say its the ones who choose to be childless that are selfish So much name-dropping Of books musicians architects exotic dishes We get the hint Audrey Niffenegger is cultured and sophisticated It makes a perfect example of telling not showing but ineffective because if you don t know the references you have no idea what s going on This will either make you feel dumb or super smart I guess Add to that a rather average kind of prose with mostly unnatural sounding dialogue and you get and easy to read meh novel that starts out very promising but doesn t really push the envelope in any way I thought it was a good book until I really started to think about it River Song s story is more interesting more"
"100","The time traveler's wife"," Kate","did not like it"," Ok first off I didn t finish the book I did get to page and oddly enough I had to force myself to put the book down Why the one-star then Because this book what I read of it was awful As for forcing myself to put it down I kept hoping it would improve especially as the story began to veer away from Clare as a child which I found boring I found the the portion of the story where Henry meets Clare as a kid completely ridiculous really a yo is going to cooperate with a naked man in her backyard gross In any case once the story started incorporating punk rock bands I was intrigued I know many reviewers were off-put by Niffenegger s use of hipster bands I don t find them to be hipster at all but whatever but it didn t bother me Sadly the Violent Femmes and Smoking Popes could not save this book for me I think time travel is a totally cool thing to think about but it doesn t work in fiction for me at least not when it s a genetic disorder I prefer my time travel via a machine and physics Not some gene deletion or whatever afflicts Henry As a student of biology and science it s TOO unbelievable and just stupid It s totally illogical At least if physics were used maybe they were and I missed it I realize this is a love story and time travel was secondary but I found its implausibility too annoying to ignore The format of Henry blah blah blah and Clare wah wah wah was distracting Clare was BORING B-O-R-I-N-G At page I hadn t learned enough about Henry to fully form an opinion other than how the EFF could he keep a job if he kept disappearing Plus side The sex and the swearing didn t bother me Apparently I like books that are more straightforward believable and have lots of profanity more"
"101","The time traveler's wife"," Asghar Abbas","it was amazing"," What do I like about this book Well That I read it in the gardens when I was a king I do like that Even though now I actually have a kingdom in my possession For I finally possess a real song Certainly I like that a first time author pulled that first book magic worked that very magic where the book is both magical and successful Good for Her The story behind the story of this novel is rather a charming one This is Niffenegger s debut novel After several rejections it was published and eventually became a runaway hit in spite of an irritating cover I might add After being spurned then tasting that fruit she would go on to secure a five million dollar advance for her next book Heartening right Movie sucked though despite Rachael McAdams staring in it Of this book though Ah of love that always leave and the love that just won t stay What I do love about this book is that I liked it even before I started traveling through time before becoming a time traveler myself Though I could never bring back the time Not the time I lost but what I lost to time All is gone except that song For now that s enough more"
"102","The time traveler's wife"," Vavita","really liked it"," The book was nicely written It had enough fantasy and enough romance and didn t push too much neither one nor the other Good balance It was also relly interesting to see how events from past and present intertwined And although you can figure out early on how the story is going to end it is still anenjoyable ride The book is really sad and I cried my eyes out Many times The only thing that bothered me were the characters Clare spends her life waiting for Henry Because she loves him but can you really love a man you ve met when you are I think she idolized him but I don t think she loved him Henry was a mess but at least he grows as a person throughout the book but it takes long Therfore no stars more"
"103","The time traveler's wife"," Leslie","it was amazing"," One of the very best books I read in"
"104","The time traveler's wife"," Ben Babcock","liked it"," Contrary to what the title of this book implies to any sensible reader this book is not about River Song Disappointing I know I ended up liking this book much more than I expected To be perfectly honest I did not want to like The Time Traveler s Wife It s a popular book a pop lit book that has appropriated something so dear to science fiction and turned it into a gimmick for a romance I had resolved to read it so I would know what others are talking about and be armed with reasons why I dislike it But that didn t happen Instead I found myself entranced by the way Audrey Niffenegger has ruthlessly pursued this idea of two lovers literally out of sync with each other She is quick to establish consistent rules about Henry s time travelling and there is a singular pleasure to watching the timeline wrap around itself as we see an event Clare witnessed as a young girl from the eyes of the much older temporally-displaced Henry In short Niffenegger takes what could have been a gimmick and through an obvious effort and maybe even some talent turns it into a great story That s not to say the time travel in this story is perfect After all the reason that Henry travels through time unwillingly is kind of silly it s genetic As if there are certain alleles that somehow cause our bodies to opt out of the space-time continuum On the surface it s an intriguing premise and Niffenegger at least tries to make it sound scientific Nothing but Henry s body travels with him so he always arrives nude as he remarks it s a good thing he doesn t wear glasses But how does this phenomenon know what is part of Henry s body If it s anything with the time-travelling DNA then that would leave behind his hair not to mention all those lovely bacteria on and inside our bodies that keep us alive and healthy Any way you slice it Niffenegger s explanations for Henry s condition are implausible but her attempts at plausibility are sincere enough that I ll be generous and call this science fiction not fantasy It s such a fine line Once we grant Henry his miracle exception to hop through time we can finely immerse ourselves in the story or stories We get to see both Henry and Clare s perspectives of events sometimes of the same events sometimes we even see the perspective from two different Henrys when they meet up This is particularly fascinating during the first part of the novel when Henry recounts the first time he can remember time-travelling and all the times his older self taught him survival tactics pickpocketing fighting etc Randomly materializing in the nude is a dangerous hobby Niffenegger comes up with all of these interesting consequences of Henry s singular ability both for Henry and for the woman he is destined to love Clare meets Henry when she is young six I think but he is already in his forties Henry won t meet the contemporary Clare until he is and she is so for the first two decades of her life Clare must content herself with Henry s sporadic visits to a meadow near her parents luxurious home At the very beginning of the story Henry s visits to Clare are a little creepy naked middle-aged man shows up and begins spending quality time with a young girl Niffenegger lampshades this concern during their first visit but there is still something problematic about the way Clare essentially imprints upon Henry It makes one wonder if either of them had any choice in the matter If there is one deeper theme I d take away from The Time Traveler s Wife it has to be the meditation upon free will act like you have it even if you probably don t Henry talks about how he is unable to change the past how even when he tries he feels constrained somehow I find the description and explanation rather unsatisfying but again credit to Niffenegger for establishing ground rules This means that if he sees his older self do something he is bound to repeat that action when he becomes that person no matter how hard he tries If that is the case it seems to me like Henry s entire life and by extension everyone s lives are predestined Niffenegger doesn t explore this as explicitly as I would like but it is fairly well-developed through the course of the plot itself Henry and Clare s relationship is in many ways like that of the Doctor and River Song The older time traveller appears to a young girl and influences her in a big way she falls in love with him They continue to meet he gets younger and she gets older They have adventures together out of order Both The Time Traveler s Wife and Doctor Who explore how confusing and interesting such a relationship would be and neither shies away from the fact that it s very messed up Henry s presence during Clare s formative years essentially means she has little choice but to fall in love with him Later she finds the contemporary version of him showing him her little diary with all the dates of his visits and tells him they are destined to be together Sometimes I lament our linear existence but I have to say I can see the benefits to having everyone experience events in the same order The Time Traveler s Wife is not quite the sappy romance I feared it would be Henry and Clare s relationship is most of the time genuinely touching I suppose one could complain about the way Clare eternally pines for Henry but I think Niffenegger makes it clear that however the relationship came about in the first place both of them love each other unconditionally Still if it weren t for the time travelling the story would be fairly ho-hum and conventional It s the unchronological nature of events that rescues this book that and occasionally brilliant moments of writing from Niffenegger I particularly loved the mood she captures when Henry is meeting Clare s family for the first time Christmas The squabbling and bickering feels very real even if the supporting characters the oddly stereotypically-dictioned servants do not There is only one major thorn in this otherwise pleasant surprise the ending Specifically the last two acts of the book By this time the novelty of Henry s time-travelling has worn off and we are fast approaching the point where something has to give Nevertheless I was kind of expecting I don t know Something more than what we get Something deeper more meaningful I m not going to spoil it but essentially my problem is that there are no surprises in store for us it does happen exactly the way Henry tells us it will happen I wasn t hoping for a last-minute reprieve but I put the book down without any sense of being changed for it And that to me is unsatisfying So I don t quite think The Time Traveler s Wife deserves all its accolades but maybe that s just me It s a good book one that I enjoyed and one that I wouldn t hesitate to recommend to certain people What could easily have been a poorly-executed gimmick is actually the core of the book Yet for all the big issues raised by time travel like free will this book remains a stubborn biography of two people rather than slipping loose to become something bigger I was party to the experience of The Time Traveler s Wife but not really part of the experience more"
"105","The time traveler's wife"," Giuls","did not like it"," Saranno anni che sento parlare di questo libro Ne avevo sentito parlare bene ma anche male per non gli avevo mai dato una chance Ecco ora vorrei non avergliela mai data La storia non mi ha preso per nulla nemmeno per un istante L ho trovata lenta e noiosa con continui cambi temporali che mi hanno mandato in confusione pi di una volta Non riuscivo mai a capire quando stesse succedendo qualcosa nella vita dei due protagonisti Il finale poi l ho trovato un po tanto melodrammatico Almeno per alla fine succede qualcosa a differenza dei primi di libro dove proprio non accade niente di niente per cui la fine del libro si riesce finalmente a leggere senza duemila interruzioni I personaggi inoltre non mi sono piaciuti per niente Non sono riuscita a comprenderli ma soprattutto non sono riuscita a comprendere le loro scelte soprattutto quelle di Henry quando decideva o meno di riferire qualcosa a Clare in base a quale criterio qualcosa fosse riferibile e qualcosa no Nel complesso un libro che proprio non mi piaciuto una lettura di cui avrei fatto a meno more"
"106","The time traveler's wife"," Crystal Starr Light","it was ok"," Reader vs Time Traveler s Wife The Case of the Time Travelling Romance Science Fiction NovelThe novel opens with Clare meeting Henry But the strange thing is she s known him since she was six That s because Henry has a genetic condition which has him floating through time and his future self had met Clare s childhood The story progresses to show Clare first meeting Henry her childhood their marriage and their struggles having children I Liked Audrey Niffenegger makes an unconventional to me use of the first person Both protagonists Clare and Henry tell their story in first person present It gives a sense of immediacy to their story and a personal touch Henry s story in particular was very touching very moving At times I greatly pitied him time hopping back to his mother s death never able to stay with his wife in the present having a poor relationship with his father and trying to find a cure for his disability I was vastly impressed at how well Niffenegger wove the timelines Henry time jumps all over the place yet to my eyes Niffenegger kept her dates straight knew exactly where she was going and what Henry and Clare did what and when The ages of Henry and Clare at the beginning of each section were very helpful I also liked how the audiobook employs two narrators a man to read Henry s portions and a woman to read Clare s This helps me keep them straight Also both voices were very enjoyable to listen to and Clare s narrator did a decent job of speaking for Henry I Didn t Like The Case for Clare Being a Mary Sue Point Long flowing red hairPoint Coming from a wealthy privileged family where she has servants in the s s not like the s s Point Growing up never having to work and getting to do art while her fellow art students are starving or barely able to do artPoint Wanting a baby and after six tries finally having a childPoint Angsting over a crime she didn t exactly commit cheating on Henry by sleeping with Gomez no regret and shame for sleeping with her best friend Charisse s boyfriend when A she wasn t married or dating him at the time B Henry fooled around a lot more than she did and C it wasn t her fault to begin with she was drunk Point Everyone loves her and wants to sleep with her Henry Gomez multiple potential boyfriends both in high school and college Point Being an amazing artist having her own art exhibit and being oohed and aahed by everyone The Case for Flat Secondary Characters Point Gomez described mostly by his chain smoking addiction and the fact he s an anarchist I didn t even know he was a lawyer until the end Point Celia black lesbian who has a new lover each week and ends all dialogue with Sista Point Ingrid who is messed up because she loved Henry and is unable to move on from himPoint Cherisse who plays backseat to her boyfriend GomezPoint Mark who is a potheadPoint Alicia who is a quirky cellistPoint Richard who is a grieving alcoholic violinistPoint Kimmy who speaks in white-interpreted Korean stereotypesPoint Edna Nell who speaks in white-interpreted Black stereotypes ending most dialogue with something akin to Chile Point Kendrick who is the nerdy single-minded scientist having no ethical concerns and will stop at nothing to find The Solution The Case for Unnecessary Details Point Play by play description of a pool gamePoint Play by play description and instructions on how to play Gomez s modified MonopolyPoint A list of all s s punk bandsPoint The Tower CrashPoint Clare drawing her childPoint Clare and Henry talking about how much sex they have and if that s normalPoint Every single sexual encounter Clare and Henry havePoint Detailed descriptions of Clare creating wings The Case for Out of Character Moments Point Clare using the c-word to describe her anatomyPoint Two teenaged Henry s sleeping with each otherThe Case for a Lack of Chemistry Sex-Based Romance Point The first time they meet they end their date in Henry s apartment in his bedPoint Clare and Henry can t spend two days at Clare s parents place without humpingPoint Clare sneaks off to bed Henry before her wedding on the very wedding dayThe Case for Being Pretentious Point Flipping back and forth between time periodsPoint References to music and theaterPoint Passages in French and GermanPoint Poetry readings during childbirthDialogue Sexual Situations Violence Heavy F-bombs galore at least one instance of the c-word loads of sh he da A lot Clare and Henry go at each other with little encouragement Clare has five miscarriages The results are nasty Overall In conclusion this court finds The Time Traveler s Wife to be guilty of pretentious artsy book syndrome While the novel has an interesting concept and flirting with the idea of free will and predestination it doesn t take the concept far enough and instead flounders with a lack of chemistry between the protagonists and completely superfluous details more"
